# Program:featureCounts v1.5.3; Command:"featureCounts" "-t" "exon" "-D" "1500" "-p" "--primary" "-T" "3" "-s" "1" "-a" "/Users/benayoun/Softwares/Genomes/mm10_genes.gtf" "-o" "2022-03-30_PeriMac_NIA_aging_CLEAN_counts.txt" "PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" "PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	PeriMac_NIA_AC41_YF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OF5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_YM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM1_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM2_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM3_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM4_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam	PeriMac_NIA_AC41_OM5_RNAseq_2lanes_STAR_Aligned.sortedByCoord.out.bam
Olfr308	chr7	86321024	86321950	-	927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr307	chr7	86335453	86336394	-	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr305	chr7	86363376	86364335	-	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr304	chr7	86385657	86386658	-	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr303	chr7	86394537	86395496	-	960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr301	chr7;chr7;chr7	86403849;86407834;86412343	86403978;86407955;86413299	+;+;+	1209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr299	chr7	86465413	86466405	+	993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr298	chr7	86488551	86489549	-	999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr297	chr7	86526759	86527691	+	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr295	chr7	86585277	86586206	+	930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr294	chr7	86615636	86616643	-	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr293	chr7	86663664	86664674	+	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr292	chr7;chr7	86688341;86694437	86688469;86695384	+;+	1077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Folh1	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	86718976;86718976;86723276;86723276;86725409;86725409;86725883;86725883;86729074;86729074;86731726;86731726;86734092;86734092;86736449;86736449;86742171;86742171;86744371;86744371;86746112;86746112;86746785;86756938;86756938;86761701;86761701;86762917;86762917;86768136;86768136;86771703;86771703;86773198;86773198;86775639;86775639	86719848;86719848;86723368;86723368;86725490;86725490;86726147;86726147;86729164;86729164;86731817;86731817;86734159;86734159;86736512;86736512;86742253;86742253;86744490;86744490;86746197;86746197;86746883;86757031;86757031;86761887;86761887;86763042;86763042;86768237;86768237;86771889;86771889;86773306;86773306;86775864;86775864	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3047	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	1	2	0	1	1
Vmn2r77	chr7;chr7;chr7;chr7;chr7;chr7	86795141;86800754;86801394;86802907;86803598;86811113	86795346;86801033;86802200;86803134;86803721;86812032	+;+;+;+;+;+	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r78	chr7;chr7;chr7;chr7;chr7;chr7	86915349;86920098;86920753;86922268;86922945;86954252	86915545;86920377;86921559;86922495;86923068;86955177	+;+;+;+;+;+	2562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r79	chr7;chr7;chr7;chr7;chr7;chr7	86996465;87001205;87001872;87003386;87004041;87037049	86996661;87001484;87002678;87003613;87004164;87037968	+;+;+;+;+;+	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nox4	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	87246649;87246649;87246649;87247488;87247488;87247488;87295784;87295788;87295788;87297455;87297455;87297455;87304838;87304838;87304838;87306729;87306729;87306729;87314064;87314064;87314064;87317231;87317231;87317231;87321546;87321546;87321546;87323633;87323633;87323633;87323933;87323933;87323933;87327131;87331696;87338957;87338957;87338957;87360728;87360728;87360728;87370018;87370018;87370018;87371919;87371919;87371919;87374354;87374354;87374354;87376182;87376182;87376182;87396771;87396771;87396771	87246902;87246902;87246902;87247583;87247583;87247583;87295894;87295894;87295894;87297539;87297539;87297539;87304935;87304935;87304935;87306756;87306756;87306756;87314136;87314136;87314136;87317311;87317311;87317311;87321762;87321762;87321762;87323797;87323797;87323797;87323995;87323995;87323995;87327200;87331742;87339017;87339017;87339017;87360809;87360809;87360809;87370137;87370137;87370137;87372027;87372027;87372027;87374422;87374422;87374422;87376282;87376282;87376282;87398708;87398708;87398708	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tyr	chr7;chr7;chr7;chr7;chr7	87427405;87437937;87472399;87483821;87492532	87429284;87438118;87472546;87484037;87493411	-;-;-;-;-	3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Grm5	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	87584168;87584168;87596116;87596116;87602346;87602346;87803815;87803815;87975135;87975135;88026424;88026424;88036068;88036068;88039983;88039983;88074191;88074191;88116193;88129981;88129981	87584540;87584540;87596262;87596262;87603201;87603201;87804064;87804064;87975370;87975370;88026670;88026670;88036236;88036236;88040109;88040109;88075130;88075130;88116288;88135063;88135063	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctsc	chr7;chr7;chr7;chr7;chr7;chr7;chr7	88278093;88281387;88297083;88299445;88302185;88308013;88309400	88278374;88281532;88297249;88299597;88302300;88308144;88310875	+;+;+;+;+;+;+	2472	3365	4829	2118	1971	2837	3572	2929	2501	1650	3008	2285	1913	1390	1323	1973	2557	2533	2634	1812	1697
Rab38	chr7;chr7;chr7	88430273;88450481;88490608	88430603;88450761;88491572	+;+;+	1577	6	1	6	1	3	2	1	3	1	1	10	9	4	12	5	5	3	2	3	3
Tmem135	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	89139721;89143781;89144657;89147970;89151413;89154028;89156427;89158869;89165125;89196113;89243921;89279967;89304681;89307137;89338448	89141970;89143848;89144755;89148046;89151476;89154195;89156496;89159015;89165166;89196159;89243986;89280000;89304773;89307264;89338787	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3693	842	892	582	591	733	830	826	531	378	831	893	838	566	625	967	788	843	1025	755	590
Fzd4	chr7;chr7	89404366;89407032	89404971;89410110	+;+	3685	400	639	416	571	588	506	432	349	317	468	371	448	371	344	533	364	388	1374	353	352
AI314278	chr7;chr7	89426306;89429848	89426448;89432077	+;+	2373	0	0	1	0	1	0	2	1	0	1	0	1	0	1	2	0	1	2	0	1
Prss23	chr7;chr7	89507785;89517447	89510870;89517586	-;-	3226	17	1	5	4	1	8	7	4	5	5	1	0	8	6	1	9	4	0	6	7
Me3	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	89632818;89736628;89739807;89786426;89796620;89806647;89833697;89845795;89846200;89847924;89848608;89849594;89850333;89851736	89633093;89736761;89739956;89786501;89796781;89806750;89833806;89845892;89846313;89848029;89848750;89849767;89850431;89854359	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4370	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
Ccdc81	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	89866148;89869621;89875675;89876089;89877404;89880128;89881614;89882292;89886146;89887682;89890392;89893112;89896697;89898038;89903182	89866646;89869746;89875895;89876167;89877576;89880232;89881760;89882382;89886269;89887803;89890471;89893368;89896853;89898099;89903629	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2691	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
l7Rn6	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	89918685;89918685;89918685;89918685;89918685;89920073;89920073;89920073;89920073;89920073;89923564;89923564;89923564;89923564;89923564;89930320;89935727;89935727;89935727;89935727;89938626;89939980;89940969;89940969;89940969;89940969;89940969	89919007;89919007;89919007;89919007;89919007;89920191;89920131;89920191;89920191;89920191;89923715;89923715;89923715;89923715;89923715;89930460;89935964;89935964;89935964;89935964;89941204;89940043;89941204;89941204;89941204;89941204;89941204	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3552	175	164	97	125	148	146	136	91	82	116	158	126	118	124	169	211	130	149	145	112
Eed	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	89954654;89955531;89956255;89962256;89964729;89967713;89969571;89970306;89971540;89972231;89976897;89980412	89955063;89955604;89956413;89962361;89964862;89967804;89969652;89970431;89971605;89972323;89977049;89980976	-;-;-;-;-;-;-;-;-;-;-;-	2060	537	703	412	422	485	493	500	347	253	584	604	477	361	444	581	621	509	480	458	450
E230029C05Rik	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	90029159;90029159;90036879;90036978;90037949;90037949;90040730;90040730;90041079;90041079;90048663;90048695	90029227;90029227;90037017;90037017;90038070;90038074;90040849;90040849;90041131;90041131;90049071;90049071	+;+;+;+;+;+;+;+;+;+;+;+	916	51	52	32	29	16	12	34	16	6	23	15	18	27	16	18	20	8	49	14	10
2310010J17Rik	chr7;chr7;chr7;chr7;chr7;chr7;chr7	90124836;90124836;90126928;90126928;90127597;90129376;90129872	90125032;90125032;90127044;90127044;90127656;90129474;90129936	-;-;-;-;-;-;-	538	25	39	38	22	20	34	39	27	16	27	15	31	28	17	41	12	33	23	37	20
Picalm	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	90130232;90130232;90130232;90130232;90130232;90130232;90160448;90160448;90160448;90160448;90160448;90160448;90161260;90161260;90161260;90161260;90161260;90161260;90165514;90165514;90165514;90165514;90165514;90165514;90169182;90169182;90169182;90169182;90169182;90169182;90170579;90170579;90170579;90170579;90170579;90170579;90172234;90172234;90172234;90172234;90172234;90172234;90173034;90173034;90173034;90173034;90173034;90173034;90174448;90174448;90174448;90174448;90174448;90174448;90176279;90176279;90176279;90176279;90176279;90176279;90176659;90176659;90176659;90176659;90176659;90176659;90177500;90177500;90177500;90177500;90177500;90177500;90182219;90182219;90182219;90189150;90189150;90189150;90189150;90189150;90189150;90191141;90191141;90191141;90191156;90191156;90191156;90191359;90191359;90191359;90191359;90191359;90191359;90191654;90191654;90191654;90191654;90191654;90191654;90194273;90194273;90194273;90194273;90195655;90195655;90195655;90195655;90195655;90195655;90196916;90196916;90196916;90196916;90196916;90196916;90207583;90207583;90207583;90207583;90207583;90207583	90130702;90130702;90130702;90130702;90130702;90130702;90160590;90160590;90160590;90160590;90160590;90160590;90161335;90161335;90161335;90161335;90161335;90161335;90165616;90165616;90165616;90165616;90165616;90165616;90169275;90169275;90169275;90169275;90169275;90169275;90170690;90170690;90170690;90170690;90170690;90170690;90172340;90172340;90172340;90172340;90172340;90172340;90173075;90173075;90173075;90173075;90173075;90173075;90174533;90174533;90174533;90174533;90174533;90174533;90176402;90176402;90176402;90176402;90176402;90176402;90176795;90176795;90176795;90176795;90176795;90176795;90177603;90177603;90177603;90177603;90177603;90177603;90182368;90182368;90182368;90189257;90189257;90189257;90189257;90189257;90189257;90191272;90191272;90191272;90191272;90191272;90191272;90191389;90191389;90191389;90191389;90191389;90191389;90191753;90191753;90191753;90191753;90191753;90191753;90194296;90194296;90194296;90194296;90195714;90195714;90195714;90195714;90195714;90195714;90197020;90197020;90197020;90197020;90197020;90197020;90209447;90209447;90209447;90209447;90209447;90209447	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4174	5390	6764	4735	4654	5125	4306	5704	4417	2855	5562	4269	4566	4054	3979	6096	5992	4810	6237	4517	3428
Ccdc83	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	90223878;90226600;90228359;90229791;90235761;90235761;90236878;90236878;90236878;90240246;90240246;90240246;90244037;90244037;90244037;90247017;90247017;90247017;90250483;90250483;90250483;90259430;90259430;90259430;90265324;90265324;90265324	90224083;90226787;90228438;90229912;90236503;90236503;90236946;90236946;90236946;90240337;90240332;90240337;90244204;90244204;90244204;90247179;90247179;90247179;90250567;90250567;90250567;90259546;90259546;90259546;90265432;90265432;90265432	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2142	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sytl2	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	90302355;90302355;90302355;90302355;90302355;90348427;90348427;90348427;90348427;90348427;90358133;90358133;90358133;90358133;90358133;90360045;90360045;90360045;90360045;90360126;90371457;90371457;90371457;90371457;90371457;90372827;90372827;90372827;90372827;90372827;90375389;90375389;90375389;90375389;90375389;90379502;90379502;90379502;90379502;90379502;90385043;90385043;90385043;90385043;90385043;90386981;90386981;90386981;90386981;90387503;90387503;90387503;90387503;90388868;90388868;90388868;90388868;90388868;90392359;90392359;90392359;90392359;90392359;90392359;90392359;90392359;90393523;90395163;90395163;90395163;90395163;90395163;90395163;90396474;90396474;90396474;90396474;90396474;90396474;90396474;90396474;90399184;90399184;90399184;90399184;90399184;90399184;90399184;90399184;90401398;90401398;90401398;90401398;90401398;90401398;90401398;90401398;90403031;90403031;90403031;90403031;90403031;90403031;90403031;90403031;90406911;90406911;90406911;90406911;90406911;90406911;90406911;90406911;90408356;90408356;90408356;90408356;90408356;90408356;90408356;90408356;90409402;90409402;90409402;90409402;90409402;90409402;90409402;90409402	90302743;90302743;90302743;90302743;90302743;90348892;90348892;90348892;90348892;90348892;90358284;90358284;90358284;90358284;90358284;90360177;90360177;90360177;90360177;90360177;90371538;90371538;90371538;90371538;90371538;90372941;90372941;90372941;90372941;90372941;90376192;90376192;90376192;90376192;90376192;90379573;90379573;90379573;90379573;90379573;90385144;90385170;90385144;90385144;90385144;90387556;90387556;90387556;90387556;90387556;90387556;90387556;90387556;90388915;90388915;90388915;90388915;90388915;90392453;90392453;90392453;90392453;90392453;90392453;90392453;90392453;90393615;90395282;90395282;90395282;90395282;90395282;90395282;90396643;90396643;90396643;90396643;90396643;90396643;90396643;90396643;90399286;90399286;90399286;90399286;90399286;90399286;90399286;90399286;90401568;90401568;90401568;90401568;90401568;90401568;90401568;90401568;90403109;90403109;90403109;90403109;90403109;90403109;90403109;90403109;90407010;90407010;90407010;90407010;90407010;90407010;90407010;90407010;90408561;90408561;90408561;90408561;90408561;90408561;90408561;90408561;90410719;90410719;90410719;90410719;90410719;90410719;90410719;90410719	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5420	5	2	3	1	0	0	1	2	2	0	0	2	0	1	0	0	1	0	0	0
Ccdc89	chr7	90426312	90428664	+	2353	10	7	4	3	11	8	19	6	4	15	14	12	5	12	9	15	6	21	9	9
Crebzf	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	90442781;90442781;90442781;90442781;90444300;90444300;90445425;90445425;90445425;90447197	90444087;90444377;90448043;90444087;90444377;90444377;90448043;90448043;90445493;90448043	+;+;+;+;+;+;+;+;+;+	5263	1309	1326	1086	877	1171	1278	1502	1035	663	1352	1325	1128	973	1022	1374	1207	1133	1055	992	844
Tmem126a	chr7;chr7;chr7;chr7;chr7	90450712;90451543;90452707;90455424;90457072	90450935;90451657;90452900;90455519;90457208	-;-;-;-;-	766	94	135	64	77	102	80	104	77	48	97	116	94	60	95	115	113	99	99	89	55
Tmem126b	chr7;chr7;chr7;chr7;chr7	90468829;90469570;90470765;90472598;90475895	90469161;90469681;90470958;90472719;90475995	-;-;-;-;-	862	69	79	56	52	82	82	84	57	48	72	63	68	52	41	73	47	73	66	69	63
Dlg2	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	91090786;91449754;91733091;91810479;91872376;91900735;91939999;91965596;91968118;91997166;92040798;92062394;92066257;92088562;92088562;92126540;92126540;92234970;92286491;92286491;92286491;92375554;92375554;92375554;92386915;92386915;92386915;92417224;92418088;92418088;92420632;92427691;92427691;92427691;92428557;92428557;92428557;92430997;92430997;92430997;92437965;92437965;92437965;92442604;92442604;92442604;92444511;92444511;92444511	91091048;91449915;91733144;91810529;91872500;91900904;91940135;91965740;91968256;91997321;92040866;92062459;92066406;92088718;92088718;92126642;92126642;92235224;92286605;92286605;92286605;92375730;92375730;92375730;92386990;92386990;92386990;92417323;92418133;92418133;92420673;92427741;92427741;92427741;92428658;92428658;92428658;92431169;92431169;92431169;92438074;92438074;92438074;92442695;92442695;92442695;92449246;92449246;92449246	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8022	1	1	0	1	0	2	0	1	3	0	1	2	0	0	0	1	0	0	1	0
4930567K12Rik	chr7;chr7;chr7;chr7;chr7;chr7;chr7	92092206;92094236;92095159;92098658;92103319;92116145;92118985	92092379;92094433;92095244;92098695;92103476;92116244;92119511	-;-;-;-;-;-;-	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc90b	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	92561149;92561149;92567622;92567622;92568472;92568472;92572539;92574622;92574622;92574744;92574744;92575329;92575329;92578424;92578424;92581795;92581795	92561635;92561635;92567741;92567741;92568575;92568575;92572640;92574663;92574663;92574815;92574815;92575382;92575382;92578538;92578538;92582294;92582294	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1596	182	209	167	115	168	154	201	106	100	202	194	187	103	119	191	161	154	125	149	128
Ankrd42	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	92584183;92590115;92591831;92605208;92610545;92612743;92614352;92619548;92623968;92625771;92631499;92636130	92584545;92590259;92591957;92605380;92610650;92612868;92614552;92619683;92624087;92625878;92631662;92637142	-;-;-;-;-;-;-;-;-;-;-;-	2782	43	38	32	33	39	48	35	28	17	35	38	29	34	36	43	59	35	39	21	29
Pcf11	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	92643712;92645990;92646430;92646928;92647942;92648926;92649456;92653150;92657308;92659798;92660000;92660959;92663462;92663967;92665740;92669429	92644777;92646025;92646522;92647083;92648125;92649031;92649575;92653249;92658866;92659888;92660180;92662076;92663656;92664155;92665865;92669912	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5804	2248	2505	1847	1718	2320	1882	2249	1736	1146	2414	2276	2277	1795	2002	2964	2076	1894	1950	1961	1668
4632427E13Rik	chr7;chr7	92740706;92741062	92740976;92741459	-;-	669	95	90	70	78	95	95	109	64	59	122	73	91	72	77	109	79	92	79	78	90
